service_id,date,exception_type
24904_merged_2013842,20140811,1
24904_merged_2013842,20140814,1
24904_merged_2013842,20140815,1
24904_merged_2013842,20140610,1
24904_merged_2013842,20140611,1
24904_merged_2013842,20140612,1
24904_merged_2013842,20140613,1
24904_merged_2013842,20140718,1
24904_merged_2013842,20140616,1
24904_merged_2013842,20140617,1
24904_merged_2013842,20140715,1
24904_merged_2013842,20140714,1
24904_merged_2013842,20140717,1
24904_merged_2013842,20140716,1
24904_merged_2013842,20140711,1
24904_merged_2013842,20140710,1
4_merged_2013841,20140526,2
4_merged_2013841,20140724,2
4_merged_2013841,20140704,2
57902_merged_2013870,20140906,1
